"Ô¶¾°","1","1","1#1500-100nm","1","2021-11-10 11:20:30",0,0,1500,20,100,1
1503.718,-9.953613,4.32,0,0,0,0,6006
0,1
107.2339,.171,1875
109.0649,.18,1884
109.6753,.18,1893
111.2012,.18,1902
111.2012,.189,1911
112.1167,.189,1920
111.5063,.198,1929
112.1167,.198,1938
114.5581,.198,1947
114.5581,.207,1956
115.1685,.207,1965
116.084,.216,1974
116.9995,.216,1983
116.084,.216,1992
116.9995,.225,2001
116.9995,.225,2010
118.8306,.234,2019
119.4409,.234,2028
119.4409,.243,2037
120.6616,.243,2046
120.6616,.252,2055
120.6616,.252,2064
121.8823,.252,2073
121.8823,.261,2082
121.8823,.261,2091
124.3237,.27,2100
124.9341,.27,2109
124.9341,.279,2118
126.46,.279,2127
126.7651,.288,2136
126.7651,.288,2145
126.7651,.297,2154
128.5962,.297,2163
129.2065,.306,2172
129.2065,.306,2181
129.8169,.315,2190
130.7324,.315,2199
130.4272,.324,2208
131.6479,.324,2217
131.6479,.333,2226
131.6479,.333,2235
131.6479,.342,2244
134.0894,.351,2253
134.0894,.351,2262
135.3101,.36,2271
135.9204,.36,2280
136.2256,.369,2289
136.5308,.369,2298
136.5308,.378,2307
136.5308,.387,2316
138.9722,.387,2325
138.9722,.396,2334
140.498,.396,2343
141.1084,.405,2352
141.1084,.405,2361
141.4136,.414,2370
143.2446,.423,2379
143.5498,.423,2388
142.9395,.432,2397
145.0757,.441,2406
145.3809,.441,2415
145.686,.45,2424
146.2964,.459,2433
146.2964,.459,2442
148.1274,.468,2451
148.7378,.468,2460
149.6533,.477,2469
150.5688,.486,2478
150.5688,.486,2487
151.1792,.495,2496
152.7051,.504,2505
153.0103,.504,2514
153.6206,.513,2523
154.231,.522,2532
155.1465,.522,2541
156.062,.531,2550
156.062,.54,2559
156.062,.54,2568
158.5034,.549,2577
159.1138,.558,2586
160.0293,.558,2595
160.9448,.567,2604
160.9448,.576,2613
160.9448,.576,2622
163.3862,.585,2631
163.3862,.594,2640
163.9966,.594,2649
164.9121,.603,2658
165.8276,.603,2667
167.3535,.612,2676
168.269,.621,2685
168.269,.621,2694
169.7949,.63,2703
170.7104,.639,2712
170.7104,.639,2721
173.1519,.648,2730
172.5415,.657,2739
174.9829,.657,2748
175.5933,.666,2757
175.5933,.675,2766
175.5933,.675,2775
178.0347,.684,2784
179.2554,.693,2793
179.5605,.693,2802
180.4761,.702,2811
180.4761,.711,2820
182.9175,.711,2829
182.9175,.72,2838
184.4434,.729,2847
185.3589,.729,2856
186.5796,.738,2865
187.1899,.747,2874
187.8003,.747,2883
189.3262,.756,2892
190.2417,.756,2901
190.2417,.765,2910
190.2417,.774,2919
192.6831,.774,2928
193.9038,.783,2937
194.209,.792,2946
195.1245,.792,2955
195.1245,.801,2964
196.9556,.801,2973
197.5659,.81,2982
199.0918,.819,2991
200.0073,.819,3000
200.0073,.828,3009
201.8384,.837,3018
202.4487,.837,3027
202.4487,.846,3036
204.2798,.855,3045
204.8901,.855,3054
204.8901,.864,3063
207.0264,.864,3072
208.5522,.873,3081
209.7729,.873,3090
209.7729,.882,3099
209.7729,.891,3108
212.2144,.891,3117
213.7402,.9,3126
214.6558,.9,3135
214.6558,.909,3144
214.6558,.918,3153
216.4868,.918,3162
218.623,.927,3171
219.5386,.927,3180
219.5386,.936,3189
221.98,.936,3198
221.98,.945,3207
223.5059,.945,3216
224.4214,.954,3225
224.4214,.963,3234
226.2524,.963,3243
226.8628,.972,3252
227.7783,.972,3261
228.3887,.981,3270
229.3042,.981,3279
229.3042,.99,3288
231.7456,.999,3297
232.356,.999,3306
233.2715,1.008,3315
233.2715,1.008,3324
234.187,1.017,3333
234.187,1.017,3342
236.6284,1.026,3351
236.6284,1.026,3360
238.4595,1.035,3369
239.0698,1.035,3378
239.0698,1.044,3387
239.0698,1.044,3396
241.5112,1.053,3405
242.1216,1.062,3414
241.5112,1.062,3423
243.9526,1.071,3432
243.9526,1.071,3441
243.9526,1.08,3450
246.394,1.08,3459
246.394,1.089,3468
247.3096,1.089,3477
248.5303,1.098,3486
248.8354,1.107,3495
248.8354,1.107,3504
250.6665,1.116,3513
251.2769,1.116,3522
251.8872,1.125,3531
252.8027,1.125,3540
253.7183,1.134,3549
253.7183,1.134,3558
253.7183,1.143,3567
255.8545,1.152,3576
256.1597,1.152,3585
256.1597,1.161,3594
257.6855,1.161,3603
258.6011,1.17,3612
258.6011,1.17,3621
258.6011,1.179,3630
258.2959,1.188,3639
258.6011,1.188,3648
260.4321,1.197,3657
258.6011,1.197,3666
260.127,1.206,3675
261.0425,1.215,3684
261.0425,1.215,3693
261.0425,1.224,3702
261.0425,1.233,3711
261.0425,1.233,3720
261.6528,1.242,3729
261.0425,1.251,3738
261.958,1.251,3747
262.2632,1.26,3756
262.2632,1.269,3765
262.2632,1.278,3774
262.2632,1.287,3783
260.4321,1.287,3792
262.2632,1.296,3801
262.2632,1.305,3810
261.0425,1.314,3819
261.0425,1.323,3828
261.0425,1.323,3837
261.6528,1.332,3846
262.2632,1.341,3855
261.0425,1.35,3864
261.0425,1.359,3873
261.0425,1.368,3882
261.0425,1.377,3891
261.0425,1.386,3900
261.0425,1.395,3909
261.0425,1.404,3918
261.0425,1.413,3927
261.0425,1.422,3936
261.0425,1.431,3945
261.0425,1.44,3954
260.7373,1.449,3963
261.0425,1.458,3972
260.4321,1.467,3981
260.4321,1.476,3990
260.4321,1.485,3999
260.4321,1.494,4008
258.6011,1.512,4017
260.127,1.521,4026
258.6011,1.53,4035
258.6011,1.539,4044
258.6011,1.548,4053
258.6011,1.566,4062
258.6011,1.575,4071
258.6011,1.584,4080
258.6011,1.593,4089
258.6011,1.611,4098
258.6011,1.62,4107
258.6011,1.629,4116
258.6011,1.647,4125
258.6011,1.656,4134
258.6011,1.665,4143
258.6011,1.683,4152
258.6011,1.692,4161
258.6011,1.71,4170
257.3804,1.719,4179
257.9907,1.737,4188
257.6855,1.746,4197
257.6855,1.764,4206
257.6855,1.773,4215
256.1597,1.791,4224
256.1597,1.8,4233
257.3804,1.818,4242
256.1597,1.827,4251
256.1597,1.845,4260
256.1597,1.863,4269
256.1597,1.872,4278
256.1597,1.89,4287
256.1597,1.908,4296
256.1597,1.917,4305
256.1597,1.935,4314
256.1597,1.953,4323
256.1597,1.971,4332
256.1597,1.98,4341
256.1597,1.998,4350
256.1597,2.016,4359
256.1597,2.034,4368
256.1597,2.043,4377
256.1597,2.061,4386
256.1597,2.079,4395
255.5493,2.097,4404
255.5493,2.115,4413
255.8545,2.133,4422
255.8545,2.151,4431
256.1597,2.16,4440
256.1597,2.187,4449
255.5493,2.196,4458
256.1597,2.214,4467
256.1597,2.232,4476
256.1597,2.25,4485
256.1597,2.268,4494
256.1597,2.286,4503
255.5493,2.304,4512
256.1597,2.322,4521
256.1597,2.34,4530
256.1597,2.367,4539
256.1597,2.376,4548
257.3804,2.403,4557
256.1597,2.421,4566
257.3804,2.439,4575
257.6855,2.457,4584
258.2959,2.475,4593
257.9907,2.493,4602
258.6011,2.511,4611
258.6011,2.538,4620
258.6011,2.556,4629
258.6011,2.574,4638
258.6011,2.592,4647
258.6011,2.61,4656
261.0425,2.628,4665
261.958,2.655,4674
262.5684,2.673,4683
263.4839,2.691,4692
263.4839,2.709,4701
265.0098,2.727,4710
265.9253,2.754,4719
267.146,2.772,4728
268.3667,2.79,4737
268.3667,2.808,4746
270.8081,2.835,4755
272.334,2.853,4764
273.2495,2.871,4773
275.0806,2.889,4782
277.2168,2.907,4791
278.1323,2.925,4800
279.9634,2.943,4809
280.5737,2.961,4818
283.0151,2.988,4827
285.4565,3.006,4836
286.9824,3.024,4845
287.8979,3.042,4854
290.9497,3.06,4863
292.1704,3.078,4872
294.6118,3.096,4881
297.3584,3.105,4890
299.4946,3.123,4899
301.6309,3.141,4908
302.5464,3.159,4917
305.5981,3.177,4926
307.4292,3.195,4935
310.481,3.204,4944
312.312,3.222,4953
314.7534,3.24,4962
317.1948,3.258,4971
317.1948,3.267,4980
322.0776,3.285,4989
324.519,3.303,4998
326.6553,3.312,5007
329.4019,3.33,5016
331.8433,3.339,5025
336.1157,3.357,5034
338.5571,3.366,5043
341.6089,3.375,5052
344.0503,3.393,5061
348.3228,3.402,5070
351.3745,3.411,5079
355.0366,3.429,5088
359.3091,3.438,5097
362.9712,3.447,5106
366.0229,3.456,5115
370.2954,3.465,5124
373.3472,3.474,5133
375.7886,3.483,5142
380.6714,3.492,5151
383.1128,3.501,5160
385.5542,3.51,5169
390.437,3.51,5178
392.8784,3.519,5187
395.3198,3.528,5196
399.2871,3.528,5205
402.0337,3.537,5214
405.0854,3.546,5223
407.5269,3.546,5232
409.9683,3.555,5241
413.02,3.555,5250
414.8511,3.564,5259
417.2925,3.564,5268
419.7339,3.573,5277
422.1753,3.573,5286
424.6167,3.573,5295
424.6167,3.582,5304
428.2788,3.582,5313
429.1943,3.582,5322
431.3306,3.591,5331
433.1616,3.591,5340
434.3823,3.591,5349
436.2134,3.591,5358
437.4341,3.591,5367
438.96,3.6,5376
439.2651,3.6,5385
439.2651,3.6,5394
442.9272,3.6,5403
444.1479,3.6,5412
444.1479,3.6,5421
446.5894,3.609,5430
447.1997,3.609,5439
449.0308,3.609,5448
449.0308,3.609,5457
450.8618,3.609,5466
452.0825,3.609,5475
453.9136,3.618,5484
453.9136,3.618,5493
453.9136,3.618,5502
456.355,3.618,5511
458.186,3.618,5520
457.5757,3.618,5529
458.7964,3.627,5538
458.7964,3.627,5547
461.2378,3.627,5556
461.2378,3.627,5565
463.374,3.627,5574
463.6792,3.627,5583
463.6792,3.627,5592
465.8154,3.627,5601
466.1206,3.627,5610
467.6465,3.636,5619
468.2568,3.636,5628
468.2568,3.636,5637
468.562,3.636,5646
471.0034,3.636,5655
471.0034,3.636,5664
472.5293,3.636,5673
472.8345,3.636,5682
473.4448,3.636,5691
473.4448,3.636,5700
475.2759,3.645,5709
475.8862,3.645,5718
477.4121,3.645,5727
477.4121,3.645,5736
478.3276,3.645,5745
478.3276,3.645,5754
480.1587,3.645,5763
480.769,3.645,5772
482.2949,3.645,5781
480.769,3.654,5790
483.2104,3.654,5799
483.2104,3.654,5808
483.2104,3.654,5817
485.0415,3.654,5826
486.2622,3.654,5835
487.7881,3.654,5844
488.0933,3.654,5853
488.0933,3.663,5862
490.5347,3.663,5871
490.5347,3.663,5880
490.5347,3.663,5889
492.0605,3.663,5898
492.6709,3.663,5907
492.9761,3.663,5916
494.502,3.663,5925
495.4175,3.663,5934
495.4175,3.663,5943
497.2485,3.672,5952
497.8589,3.672,5961
497.8589,3.672,5970
499.6899,3.672,5979
500.3003,3.672,5988
501.2158,3.672,5997
502.1313,3.672,6006
502.7417,3.672,6015
502.7417,3.672,6024
505.1831,3.681,6033
505.1831,3.681,6042
506.4038,3.681,6051
507.3193,3.681,6060
507.6245,3.681,6069
507.6245,3.681,6078
510.0659,3.681,6087
510.0659,3.681,6096
510.9814,3.69,6105
511.897,3.69,6114
512.5073,3.69,6123
512.5073,3.69,6132
514.9487,3.69,6141
516.1694,3.69,6150
516.4746,3.69,6159
517.3901,3.69,6168
517.3901,3.699,6177
518.916,3.699,6186
519.8315,3.699,6195
520.7471,3.699,6204
521.3574,3.699,6213
522.2729,3.699,6222
522.2729,3.699,6231
524.7144,3.699,6240
525.3247,3.708,6249
526.2402,3.708,6258
527.1558,3.708,6267
526.5454,3.708,6276
527.1558,3.708,6285
529.5972,3.708,6294
529.5972,3.708,6303
531.4282,3.708,6312
531.7334,3.708,6321
532.0386,3.708,6330
532.0386,3.717,6339
534.48,3.717,6348
533.8696,3.717,6357
536.6162,3.717,6366
536.9214,3.717,6375
536.9214,3.717,6384
538.7524,3.717,6393
539.3628,3.717,6402
540.5835,3.717,6411
541.499,3.726,6420
541.8042,3.726,6429
541.8042,3.726,6438
541.8042,3.726,6447
544.2456,3.726,6456
544.2456,3.726,6465
546.0767,3.726,6474
546.687,3.726,6483
546.687,3.726,6492
549.1284,3.735,6501
549.1284,3.735,6510
550.6543,3.735,6519
551.2646,3.735,6528
551.5698,3.735,6537
551.5698,3.735,6546
554.0112,3.735,6555
554.0112,3.735,6564
555.5371,3.735,6573
555.8423,3.735,6582
556.4526,3.735,6591
556.4526,3.744,6600
558.2837,3.744,6609
558.894,3.744,6618
560.4199,3.744,6627
560.7251,3.744,6636
561.3354,3.744,6645
561.3354,3.744,6654
563.1665,3.744,6663
563.1665,3.744,6672
564.3872,3.744,6681
565.6079,3.744,6690
566.2183,3.753,6699
566.2183,3.753,6708
568.6597,3.753,6717
568.6597,3.753,6726
569.8804,3.753,6735
571.1011,3.753,6744
571.1011,3.753,6753
571.1011,3.753,6762
573.5425,3.753,6771
574.7632,3.762,6780
574.1528,3.762,6789
575.3735,3.762,6798
575.9839,3.762,6807
575.9839,3.762,6816
578.4253,3.762,6825
579.0356,3.762,6834
579.646,3.762,6843
580.5615,3.762,6852
580.8667,3.771,6861
580.8667,3.771,6870
583.3081,3.771,6879
583.3081,3.771,6888
584.834,3.771,6897
585.7495,3.771,6906
585.1392,3.771,6915
585.7495,3.771,6924
588.1909,3.771,6933
588.1909,3.771,6942
588.1909,3.771,6951
590.6323,3.771,6960
590.6323,3.78,6969
590.6323,3.78,6978
592.4634,3.78,6987
593.6841,3.78,6996
593.6841,3.78,7005
594.5996,3.78,7014
593.6841,3.78,7023
595.5151,3.78,7032
597.3462,3.78,7041
599.1772,3.78,7050
599.4824,3.78,7059
600.3979,3.78,7068
600.3979,3.789,7077
600.3979,3.789,7086
602.8394,3.789,7095
604.0601,3.789,7104
604.3652,3.789,7113
605.2808,3.789,7122
605.2808,3.789,7131
606.8066,3.789,7140
607.7222,3.789,7149
609.248,3.798,7158
610.1636,3.798,7167
610.1636,3.798,7176
611.6895,3.798,7185
610.1636,3.798,7194
613.2153,3.798,7203
613.2153,3.798,7212
614.7412,3.798,7221
615.0464,3.798,7230
615.0464,3.798,7239
616.8774,3.807,7248
616.8774,3.807,7257
617.4878,3.807,7266
619.0137,3.807,7275
619.9292,3.807,7284
619.9292,3.807,7293
619.9292,3.807,7302
622.3706,3.807,7311
621.7603,3.807,7320
622.981,3.807,7329
624.812,3.807,7338
624.812,3.807,7347
627.2534,3.816,7356
627.8638,3.816,7365
628.7793,3.816,7374
629.6948,3.816,7383
629.6948,3.816,7392
631.5259,3.816,7401
632.1362,3.816,7410
633.3569,3.816,7419
633.6621,3.816,7428
634.5776,3.816,7437
634.5776,3.816,7446
636.4087,3.825,7455
637.019,3.825,7464
638.8501,3.825,7473
639.4604,3.825,7482
639.4604,3.825,7491
639.4604,3.825,7500
639.4604,3.825,7509
641.9019,3.825,7518
641.9019,3.825,7527
643.7329,3.825,7536
644.3433,3.825,7545
644.3433,3.825,7554
644.3433,3.834,7563
646.7847,3.834,7572
648.3105,3.834,7581
649.2261,3.834,7590
649.2261,3.834,7599
651.0571,3.834,7608
651.6675,3.834,7617
651.6675,3.834,7626
652.8882,3.834,7635
653.8037,3.834,7644
654.1089,3.843,7653
654.1089,3.843,7662
655.9399,3.843,7671
656.5503,3.843,7680
656.5503,3.843,7689
658.3813,3.843,7698
658.9917,3.843,7707
660.8228,3.843,7716
661.4331,3.843,7725
662.6538,3.843,7734
663.2642,3.843,7743
663.8745,3.843,7752
663.8745,3.843,7761
663.8745,3.843,7770
663.8745,3.852,7779
666.9263,3.852,7788
668.4521,3.852,7797
668.7573,3.852,7806
668.7573,3.852,7815
671.1987,3.852,7824
672.4194,3.852,7833
673.0298,3.852,7842
673.6401,3.852,7851
673.6401,3.852,7860
673.6401,3.852,7869
673.6401,3.852,7878
676.0815,3.861,7887
677.6074,3.861,7896
678.5229,3.861,7905
678.5229,3.861,7914
678.5229,3.861,7923
680.354,3.861,7932
682.1851,3.861,7941
683.1006,3.861,7950
683.1006,3.861,7959
683.4058,3.861,7968
685.8472,3.861,7977
685.8472,3.861,7986
687.0679,3.861,7995
687.373,3.87,8004
687.0679,3.87,8013
688.2886,3.87,8022
690.73,3.87,8031
690.73,3.87,8040
691.9507,3.87,8049
692.2559,3.87,8058
693.1714,3.87,8067
695.6128,3.87,8076
695.6128,3.87,8085
698.0542,3.879,8094
698.0542,3.879,8103
698.0542,3.879,8112
698.0542,3.879,8121
698.0542,3.879,8130
699.8853,3.879,8139
701.106,3.879,8148
702.0215,3.879,8157
702.0215,3.879,8166
702.937,3.879,8175
702.937,3.879,8184
704.7681,3.879,8193
705.3784,3.879,8202
707.5146,3.879,8211
707.8198,3.879,8220
707.8198,3.879,8229
707.8198,3.888,8238
711.4819,3.888,8247
711.4819,3.888,8256
712.0923,3.888,8265
712.3975,3.888,8274
712.7026,3.888,8283
714.5337,3.888,8292
715.144,3.888,8301
715.144,3.888,8310
715.7544,3.888,8319
717.5854,3.888,8328
717.5854,3.888,8337
719.4165,3.888,8346
720.6372,3.888,8355
721.5527,3.888,8364
721.5527,3.888,8373
722.1631,3.897,8382
722.4683,3.897,8391
722.4683,3.897,8400
724.9097,3.897,8409
724.9097,3.897,8418
724.9097,3.897,8427
724.9097,3.897,8436
727.3511,3.897,8445
729.4873,3.897,8454
729.7925,3.897,8463
729.7925,3.897,8472
731.0132,3.897,8481
732.2339,3.897,8490
732.2339,3.897,8499
734.0649,3.897,8508
732.2339,3.906,8517
734.6753,3.906,8526
736.5063,3.906,8535
737.1167,3.906,8544
737.1167,3.906,8553
739.5581,3.906,8562
740.1685,3.906,8571
741.084,3.906,8580
741.3892,3.906,8589
741.9995,3.906,8598
743.8306,3.906,8607
744.4409,3.906,8616
745.6616,3.906,8625
746.5771,3.915,8634
746.8823,3.915,8643
746.8823,3.915,8652
746.8823,3.915,8661
748.7134,3.915,8670
749.3237,3.915,8679
750.5444,3.915,8688
751.7651,3.915,8697
751.7651,3.915,8706
751.7651,3.915,8715
753.291,3.915,8724
754.2065,3.915,8733
754.8169,3.915,8742
756.0376,3.915,8751
756.6479,3.915,8760
756.6479,3.915,8769
758.479,3.915,8778
759.6997,3.915,8787
760.6152,3.915,8796
759.6997,3.924,8805
761.5308,3.924,8814
761.5308,3.924,8823
763.667,3.924,8832
763.9722,3.924,8841
764.5825,3.924,8850
765.1929,3.924,8859
766.4136,3.924,8868
768.2446,3.924,8877
769.4653,3.924,8886
770.686,3.924,8895
771.2964,3.924,8904
770.686,3.924,8913
771.2964,3.924,8922
771.2964,3.924,8931
773.7378,3.924,8940
773.7378,3.924,8949
774.9585,3.924,8958
775.2637,3.924,8967
776.1792,3.933,8976
776.1792,3.933,8985
779.231,3.933,8994
779.8413,3.933,9003
781.062,3.933,9012
781.062,3.933,9021
781.062,3.933,9030
783.5034,3.933,9039
784.7241,3.933,9048
784.1138,3.933,9057
784.7241,3.933,9066
785.3345,3.933,9075
785.9448,3.933,9084
785.9448,3.933,9093
788.3862,3.933,9102
788.3862,3.933,9111
790.5225,3.933,9120
789.6069,3.933,9129
790.8276,3.942,9138
790.8276,3.942,9147
792.6587,3.942,9156
793.269,3.942,9165
794.7949,3.942,9174
794.4897,3.942,9183
795.7104,3.942,9192
798.1519,3.942,9201
798.7622,3.942,9210
799.3726,3.942,9219
800.5933,3.942,9228
800.5933,3.942,9237
800.5933,3.942,9246
800.5933,3.942,9255
803.0347,3.942,9264
804.2554,3.942,9273
805.1709,3.942,9282
805.4761,3.951,9291
807.9175,3.951,9300
807.9175,3.951,9309
809.1382,3.951,9318
809.4434,3.951,9327
809.7485,3.951,9336
809.4434,3.951,9345
810.3589,3.951,9354
810.3589,3.951,9363
812.8003,3.951,9372
814.3262,3.951,9381
815.2417,3.951,9390
815.2417,3.951,9399
817.0728,3.951,9408
818.2935,3.951,9417
818.2935,3.951,9426
819.5142,3.951,9435
819.209,3.951,9444
820.1245,3.951,9453
820.1245,3.951,9462
822.5659,3.951,9471
822.5659,3.96,9480
822.5659,3.96,9489
824.0918,3.96,9498
824.397,3.96,9507
824.397,3.96,9516
825.0073,3.96,9525
828.0591,3.96,9534
828.6694,3.96,9543
829.585,3.96,9552
829.8901,3.96,9561
829.8901,3.96,9570
829.8901,3.96,9579
831.7212,3.96,9588
833.5522,3.96,9597
834.7729,3.96,9606
834.7729,3.96,9615
834.7729,3.96,9624
834.7729,3.96,9633
834.7729,3.96,9642
838.4351,3.96,9651
839.6558,3.969,9660
839.6558,3.969,9669
839.6558,3.969,9678
841.4868,3.969,9687
842.0972,3.969,9696
843.9282,3.969,9705
843.623,3.969,9714
844.2334,3.969,9723
844.2334,3.969,9732
844.5386,3.969,9741
846.0645,3.969,9750
846.98,3.969,9759
848.811,3.969,9768
849.4214,3.969,9777
849.4214,3.969,9786
849.4214,3.969,9795
851.8628,3.969,9804
853.0835,3.969,9813
853.6938,3.978,9822
854.3042,3.978,9831
854.3042,3.978,9840
854.3042,3.978,9849
856.1353,3.978,9858
856.7456,3.978,9867
858.2715,3.978,9876
858.2715,3.978,9885
858.8818,3.978,9894
859.187,3.978,9903
861.3232,3.978,9912
863.1543,3.978,9921
863.1543,3.978,9930
864.0698,3.978,9939
864.0698,3.978,9948
864.0698,3.978,9957
864.0698,3.987,9966
866.2061,3.987,9975
867.1216,3.987,9984
868.0371,3.987,9993
868.3423,3.987,10002
868.9526,3.987,10011
868.9526,3.987,10020
870.4785,3.987,10029
871.394,3.987,10038
871.394,3.987,10047
873.2251,3.987,10056
873.8354,3.987,10065
873.8354,3.987,10074
875.6665,3.987,10083
876.2769,3.987,10092
876.2769,3.987,10101
877.4976,3.987,10110
878.4131,3.987,10119
878.7183,3.987,10128
881.1597,3.996,10137
882.6855,3.996,10146
882.9907,3.996,10155
883.6011,3.996,10164
883.2959,3.996,10173
883.6011,3.996,10182
883.6011,3.996,10191
883.6011,3.996,10200
886.0425,3.996,10209
887.5684,3.996,10218
888.4839,3.996,10227
888.4839,3.996,10236
888.4839,3.996,10245
890.3149,3.996,10254
890.6201,3.996,10263
890.9253,3.996,10272
892.4512,3.996,10281
893.3667,3.996,10290
893.3667,4.005,10299
895.8081,4.005,10308
895.8081,4.005,10317
896.4185,4.005,10326
897.6392,4.005,10335
898.2495,4.005,10344
900.6909,4.005,10353
900.6909,4.005,10362
902.522,4.005,10371
903.1323,4.005,10380
902.8271,4.005,10389
902.522,4.005,10398
903.1323,4.005,10407
905.5737,4.005,10416
906.1841,4.005,10425
908.0151,4.014,10434
908.0151,4.014,10443
908.0151,4.014,10452
908.0151,4.014,10461
908.0151,4.014,10470
908.0151,4.014,10479
910.4565,4.014,10488
912.8979,4.014,10497
912.8979,4.014,10506
912.8979,4.014,10515
914.729,4.014,10524
915.3394,4.014,10533
915.3394,4.014,10542
917.7808,4.014,10551
917.7808,4.014,10560
919.6118,4.014,10569
920.2222,4.023,10578
921.4429,4.023,10587
922.0532,4.023,10596
922.6636,4.023,10605
922.6636,4.023,10614
922.6636,4.023,10623
925.105,4.023,10632
926.6309,4.023,10641
926.936,4.023,10650
927.5464,4.023,10659
927.5464,4.023,10668
929.6826,4.023,10677
929.9878,4.023,10686
931.5137,4.023,10695
932.124,4.023,10704
932.4292,4.023,10713
934.8706,4.023,10722
932.4292,4.023,10731
936.3965,4.032,10740
937.312,4.032,10749
937.312,4.032,10758
939.1431,4.032,10767
939.7534,4.032,10776
939.1431,4.032,10785
941.2793,4.032,10794
942.1948,4.032,10803
942.1948,4.032,10812
942.1948,4.032,10821
944.0259,4.032,10830
