Time,×ó²à left,ÓÒ²à offside,,,,,,,,
18:09,73,50.9,,,,,,,,
18:09,73.1,51,,,,,,,,
18:09,73.1,51,,,,,,,,
18:09,73.1,51,,,,,,,,
18:09,73.1,51,,,,,,,,
18:09,73.1,51,,,,,,,,
18:09,73.1,51.1,,,,,,,,
18:09,73.2,51.1,,,,,,,,
18:09,73.3,51.1,,,,,,,,
18:09,73.3,51.1,,,,,,,,
18:09,73.3,51.1,,,,,,,,
18:09,73.3,51.1,,,,,,,,
18:09,73.2,51.1,,,,,,,,
18:09,73.2,51.1,,,,,,,,
18:09,73.2,51.1,,,,,,,,
18:09,73.2,51.1,,,,,,,,
18:09,73.3,51.1,,,,,,,,
18:09,73.3,51.1,,,,,,,,
18:09,73.3,51.2,,,,,,,,
18:09,73.3,51.2,,,,,,,,
18:09,73.3,51.2,,,,,,,,
18:09,73.3,51.2,,,,,,,,
18:09,73.3,51.2,,,,,,,,
18:09,73.4,51.2,,,,,,,,
18:09,73.4,51.2,,,,,,,,
18:09,73.4,51.2,,,,,,,,
18:09,73.4,51.2,,,,,,,,
18:09,73.4,51.2,,,,,,,,
18:09,73.4,51.2,,,,,,,,
18:09,73.5,51.2,,,,,,,,
18:09,73.5,51.2,,,,,,,,
18:09,73.6,51.2,,,,,,,,
18:09,73.6,51.2,,,,,,,,
18:09,73.6,51.3,,,,,,,,
18:09,73.6,51.2,,,,,,,,
18:09,73.6,51.2,,,,,,,,
18:09,73.6,51.2,,,,,,,,
18:09,73.6,51.2,,,,,,,,
18:09,73.7,51.3,,,,,,,,
18:09,73.7,51.3,,,,,,,,
18:10,73.8,51.3,,,,,,,,
18:10,73.8,51.3,,,,,,,,
18:10,73.8,51.3,,,,,,,,
18:10,73.8,51.3,,,,,,,,
18:10,73.9,51.3,,,,,,,,
18:10,73.9,51.3,,,,,,,,
18:10,73.9,51.3,,,,,,,,
18:10,73.9,51.3,,,,,,,,
18:10,73.9,51.3,,,,,,,,
18:10,73.9,51.3,,,,,,,,
18:10,73.9,51.3,,,,,,,,
18:10,74,51.3,,,,,,,,
18:10,74,51.4,,,,,,,,
18:10,74.1,51.3,,,,,,,,
18:10,74,51.4,,,,,,,,
18:10,74,51.4,,,,,,,,
18:10,74.1,51.4,,,,,,,,
18:10,74.1,51.4,,,,,,,,
18:10,74.1,51.4,,,,,,,,
18:10,74.1,51.4,,,,,,,,
18:10,74.1,51.4,,,,,,,,
18:10,74.1,51.4,,,,,,,,
18:10,74.1,51.4,,,,,,,,
18:10,74.2,51.4,,,,,,,,
18:10,74.2,51.4,,,,,,,,
18:10,74.3,51.4,,,,,,,,
18:10,74.3,51.4,,,,,,,,
18:10,74.3,51.4,,,,,,,,
18:10,74.3,51.4,,,,,,,,
18:10,74.3,51.4,,,,,,,,
18:10,74.3,51.5,,,,,,,,
18:10,74.3,51.5,,,,,,,,
18:10,74.3,51.5,,,,,,,,
18:10,74.3,51.5,,,,,,,,
18:10,74.3,51.5,,,,,,,,
