"Ô¶¾°","1","1","1#545-100nm","1","2021-11-10 11:12:58",0,0,545,20,100,1
568.4199,-6.836426,3.186,0,0,0,0,3690
0,1
564.4526,3.186,10929
564.4526,3.186,10938
564.4526,3.186,10947
564.4526,3.186,10956
566.2837,3.186,10965
565.9785,3.186,10974
566.2837,3.186,10983
566.2837,3.186,10992
564.4526,3.186,11001
564.4526,3.186,11010
565.9785,3.186,11019
564.4526,3.186,11028
564.4526,3.186,11037
564.4526,3.186,11046
564.4526,3.186,11055
564.4526,3.186,11064
564.4526,3.186,11073
564.4526,3.186,11082
564.4526,3.186,11091
564.4526,3.186,11100
564.4526,3.186,11109
564.4526,3.186,11118
564.4526,3.186,11127
564.4526,3.186,11136
564.4526,3.186,11145
564.4526,3.186,11154
564.4526,3.186,11163
564.4526,3.186,11172
565.9785,3.186,11181
566.2837,3.186,11190
564.4526,3.186,11199
564.4526,3.186,11208
564.4526,3.186,11217
564.4526,3.186,11226
564.4526,3.186,11235
564.4526,3.186,11244
564.4526,3.186,11253
564.4526,3.186,11262
564.4526,3.186,11271
564.4526,3.186,11280
564.4526,3.186,11289
564.4526,3.186,11298
566.2837,3.186,11307
565.9785,3.186,11316
565.9785,3.186,11325
565.9785,3.186,11334
564.4526,3.186,11343
564.4526,3.186,11352
564.4526,3.186,11361
564.4526,3.186,11370
564.4526,3.186,11379
564.4526,3.186,11388
564.4526,3.186,11397
564.4526,3.186,11406
566.2837,3.186,11415
564.4526,3.186,11424
566.2837,3.186,11433
565.9785,3.186,11442
564.4526,3.186,11451
564.4526,3.186,11460
564.4526,3.186,11469
564.4526,3.186,11478
564.4526,3.186,11487
564.4526,3.186,11496
566.2837,3.186,11505
566.2837,3.186,11514
564.4526,3.186,11523
566.2837,3.186,11532
566.2837,3.186,11541
564.4526,3.186,11550
564.4526,3.186,11559
564.4526,3.186,11568
564.4526,3.186,11577
564.4526,3.186,11586
564.4526,3.186,11595
564.4526,3.186,11604
564.4526,3.186,11613
564.4526,3.186,11622
564.4526,3.186,11631
566.2837,3.186,11640
565.9785,3.186,11649
564.4526,3.186,11658
564.4526,3.186,11667
564.4526,3.186,11676
564.4526,3.186,11685
564.4526,3.186,11694
563.8423,3.186,11703
564.4526,3.186,11712
564.4526,3.186,11721
564.4526,3.186,11730
565.9785,3.186,11739
565.9785,3.186,11748
564.4526,3.186,11757
563.8423,3.186,11766
564.4526,3.186,11775
564.4526,3.186,11784
564.4526,3.186,11793
564.4526,3.186,11802
564.4526,3.186,11811
564.4526,3.186,11820
564.4526,3.186,11829
564.4526,3.186,11838
566.2837,3.186,11847
566.2837,3.186,11856
564.4526,3.186,11865
564.4526,3.186,11874
564.4526,3.186,11883
564.4526,3.186,11892
564.4526,3.186,11901
564.4526,3.186,11910
564.4526,3.186,11919
564.4526,3.186,11928
565.9785,3.186,11937
566.2837,3.186,11946
564.4526,3.186,11955
565.9785,3.186,11964
564.4526,3.186,11973
564.4526,3.186,11982
564.4526,3.186,11991
564.4526,3.186,12000
564.4526,3.186,12009
564.1475,3.186,12018
564.4526,3.186,12027
564.4526,3.186,12036
564.4526,3.186,12045
564.4526,3.186,12054
564.4526,3.186,12063
564.4526,3.186,12072
564.4526,3.186,12081
564.4526,3.186,12090
564.4526,3.186,12099
564.4526,3.186,12108
564.4526,3.186,12117
564.4526,3.186,12126
564.4526,3.186,12135
564.4526,3.186,12144
564.4526,3.186,12153
564.4526,3.186,12162
564.4526,3.186,12171
564.4526,3.186,12180
564.4526,3.186,12189
564.4526,3.186,12198
564.4526,3.186,12207
564.4526,3.186,12216
564.4526,3.186,12225
564.4526,3.186,12234
564.4526,3.186,12243
564.4526,3.186,12252
564.4526,3.186,12261
565.9785,3.186,12270
564.4526,3.186,12279
564.4526,3.186,12288
564.4526,3.186,12297
564.4526,3.186,12306
564.4526,3.186,12315
564.4526,3.186,12324
564.4526,3.186,12333
564.4526,3.186,12342
564.4526,3.186,12351
563.8423,3.186,12360
564.4526,3.186,12369
564.4526,3.186,12378
564.4526,3.186,12387
564.4526,3.186,12396
564.4526,3.186,12405
564.4526,3.186,12414
564.4526,3.186,12423
564.4526,3.186,12432
564.4526,3.186,12441
564.4526,3.186,12450
564.4526,3.186,12459
564.4526,3.186,12468
564.4526,3.186,12477
564.4526,3.186,12486
564.4526,3.186,12495
564.4526,3.186,12504
564.4526,3.186,12513
564.4526,3.186,12522
564.4526,3.186,12531
564.4526,3.186,12540
564.4526,3.186,12549
564.4526,3.186,12558
564.4526,3.186,12567
564.4526,3.186,12576
564.4526,3.186,12585
564.4526,3.186,12594
564.4526,3.186,12603
563.8423,3.186,12612
564.4526,3.186,12621
564.4526,3.186,12630
564.4526,3.186,12639
564.4526,3.186,12648
563.8423,3.186,12657
564.4526,3.186,12666
564.4526,3.186,12675
564.4526,3.186,12684
564.4526,3.186,12693
565.9785,3.186,12702
564.4526,3.186,12711
565.9785,3.186,12720
564.4526,3.186,12729
564.4526,3.186,12738
564.4526,3.186,12747
564.4526,3.186,12756
564.4526,3.186,12765
564.4526,3.186,12774
564.4526,3.186,12783
564.4526,3.186,12792
564.4526,3.186,12801
563.8423,3.186,12810
564.4526,3.186,12819
564.4526,3.186,12828
564.4526,3.186,12837
564.4526,3.186,12846
564.4526,3.186,12855
563.8423,3.186,12864
564.4526,3.186,12873
564.4526,3.186,12882
564.4526,3.186,12891
564.4526,3.186,12900
564.4526,3.186,12909
565.9785,3.186,12918
564.4526,3.186,12927
566.2837,3.186,12936
564.4526,3.186,12945
564.4526,3.186,12954
564.4526,3.186,12963
564.4526,3.186,12972
564.4526,3.186,12981
564.4526,3.186,12990
564.4526,3.186,12999
564.4526,3.186,13008
564.4526,3.186,13017
564.4526,3.186,13026
564.4526,3.186,13035
564.4526,3.186,13044
564.4526,3.186,13053
564.4526,3.186,13062
564.4526,3.186,13071
564.1475,3.186,13080
564.4526,3.186,13089
564.1475,3.186,13098
564.4526,3.186,13107
564.4526,3.186,13116
564.4526,3.186,13125
564.4526,3.186,13134
564.4526,3.186,13143
564.4526,3.186,13152
564.4526,3.186,13161
564.4526,3.186,13170
564.4526,3.186,13179
564.4526,3.186,13188
564.4526,3.186,13197
564.4526,3.186,13206
564.4526,3.186,13215
564.4526,3.186,13224
564.4526,3.186,13233
564.4526,3.186,13242
564.4526,3.186,13251
564.4526,3.186,13260
564.4526,3.186,13269
564.4526,3.186,13278
564.4526,3.186,13287
564.4526,3.186,13296
564.4526,3.186,13305
564.4526,3.186,13314
565.9785,3.186,13323
564.4526,3.186,13332
565.9785,3.186,13341
564.4526,3.186,13350
564.4526,3.186,13359
564.4526,3.186,13368
564.4526,3.186,13377
564.4526,3.186,13386
564.4526,3.186,13395
564.4526,3.186,13404
564.4526,3.186,13413
564.4526,3.186,13422
564.4526,3.186,13431
564.4526,3.186,13440
564.4526,3.186,13449
564.4526,3.186,13458
564.4526,3.186,13467
564.4526,3.186,13476
564.4526,3.186,13485
564.4526,3.186,13494
564.4526,3.186,13503
564.4526,3.186,13512
564.4526,3.186,13521
564.4526,3.186,13530
564.4526,3.186,13539
564.4526,3.186,13548
564.4526,3.186,13557
564.4526,3.186,13566
564.4526,3.186,13575
564.4526,3.186,13584
565.9785,3.186,13593
564.4526,3.186,13602
564.4526,3.186,13611
564.4526,3.186,13620
564.4526,3.186,13629
564.4526,3.186,13638
564.4526,3.186,13647
564.4526,3.186,13656
564.4526,3.186,13665
564.4526,3.186,13674
564.4526,3.186,13683
564.4526,3.186,13692
564.4526,3.186,13701
564.4526,3.186,13710
564.4526,3.186,13719
564.4526,3.186,13728
563.8423,3.186,13737
564.4526,3.186,13746
564.4526,3.186,13755
564.4526,3.186,13764
564.4526,3.186,13773
564.4526,3.186,13782
564.4526,3.186,13791
564.4526,3.186,13800
564.4526,3.186,13809
563.5371,3.186,13818
563.5371,3.186,13827
564.4526,3.186,13836
564.4526,3.186,13845
564.4526,3.186,13854
564.4526,3.186,13863
564.4526,3.186,13872
564.1475,3.186,13881
564.4526,3.186,13890
564.4526,3.186,13899
564.4526,3.186,13908
564.4526,3.186,13917
564.4526,3.186,13926
564.4526,3.186,13935
564.4526,3.186,13944
564.4526,3.186,13953
564.4526,3.186,13962
563.8423,3.186,13971
564.4526,3.186,13980
564.4526,3.186,13989
564.4526,3.186,13998
564.4526,3.186,14007
564.4526,3.186,14016
564.4526,3.186,14025
564.4526,3.186,14034
564.4526,3.186,14043
564.4526,3.186,14052
564.4526,3.186,14061
564.4526,3.186,14070
564.4526,3.186,14079
564.4526,3.186,14088
564.4526,3.186,14097
564.4526,3.186,14106
564.4526,3.186,14115
564.4526,3.186,14124
564.4526,3.186,14133
564.4526,3.186,14142
564.4526,3.186,14151
564.4526,3.186,14160
564.4526,3.186,14169
564.4526,3.186,14178
564.4526,3.186,14187
564.4526,3.186,14196
564.4526,3.186,14205
564.4526,3.186,14214
564.4526,3.186,14223
564.4526,3.186,14232
564.4526,3.186,14241
563.8423,3.186,14250
564.4526,3.186,14259
564.4526,3.186,14268
564.4526,3.186,14277
564.4526,3.186,14286
564.4526,3.186,14295
564.4526,3.186,14304
564.4526,3.186,14313
564.4526,3.186,14322
564.4526,3.186,14331
564.4526,3.186,14340
564.4526,3.186,14349
564.4526,3.186,14358
564.4526,3.186,14367
564.4526,3.186,14376
564.4526,3.186,14385
564.4526,3.186,14394
564.4526,3.186,14403
564.4526,3.186,14412
564.4526,3.186,14421
564.4526,3.186,14430
564.4526,3.186,14439
564.4526,3.186,14448
564.4526,3.186,14457
564.4526,3.186,14466
564.4526,3.186,14475
564.4526,3.186,14484
564.4526,3.186,14493
564.4526,3.186,14502
564.4526,3.186,14511
564.4526,3.186,14520
564.4526,3.186,14529
564.4526,3.186,14538
564.4526,3.186,14547
564.4526,3.186,14556
564.4526,3.186,14565
564.4526,3.186,14574
564.4526,3.186,14583
564.4526,3.186,14592
564.4526,3.186,14601
564.4526,3.186,14610
564.4526,3.186,14619
564.4526,3.186,14628
564.4526,3.186,14637
564.4526,3.186,14646
564.4526,3.186,14655
564.4526,3.186,14664
564.4526,3.186,14673
564.4526,3.186,14682
564.4526,3.186,14691
564.4526,3.186,14700
564.4526,3.186,14709
563.5371,3.186,14718
564.4526,3.186,14727
564.4526,3.186,14736
564.4526,3.186,14745
564.4526,3.186,14754
564.4526,3.186,14763
564.4526,3.186,14772
564.4526,3.186,14781
564.4526,3.186,14790
564.4526,3.186,14799
564.4526,3.186,14808
564.4526,3.186,14817
564.4526,3.186,14826
564.4526,3.186,14835
564.4526,3.186,14844
564.4526,3.186,14853
563.8423,3.186,14862
563.2319,3.186,14871
564.4526,3.186,14880
564.1475,3.186,14889
564.4526,3.186,14898
564.4526,3.186,14907
564.4526,3.186,14916
564.4526,3.186,14925
564.4526,3.186,14934
564.4526,3.186,14943
564.4526,3.186,14952
564.4526,3.186,14961
564.4526,3.186,14970
564.4526,3.186,14979
564.4526,3.186,14988
564.4526,3.186,14997
564.4526,3.186,15006
564.4526,3.186,15015
564.4526,3.186,15024
564.4526,3.186,15033
563.8423,3.186,15042
564.4526,3.186,15051
564.4526,3.186,15060
564.4526,3.186,15069
564.4526,3.186,15078
564.4526,3.186,15087
564.4526,3.186,15096
564.4526,3.186,15105
564.4526,3.186,15114
564.4526,3.186,15123
564.4526,3.186,15132
564.4526,3.186,15141
564.4526,3.186,15150
564.4526,3.186,15159
564.4526,3.186,15168
564.4526,3.186,15177
564.4526,3.186,15186
564.4526,3.186,15195
563.8423,3.186,15204
563.8423,3.186,15213
563.8423,3.186,15222
563.8423,3.186,15231
564.4526,3.186,15240
564.4526,3.186,15249
565.9785,3.186,15258
564.4526,3.186,15267
564.4526,3.186,15276
564.4526,3.186,15285
564.4526,3.186,15294
564.4526,3.186,15303
564.4526,3.186,15312
564.4526,3.186,15321
564.4526,3.186,15330
564.4526,3.186,15339
564.4526,3.186,15348
564.4526,3.186,15357
564.4526,3.186,15366
564.4526,3.186,15375
563.8423,3.186,15384
564.4526,3.186,15393
564.4526,3.186,15402
564.4526,3.186,15411
564.4526,3.186,15420
564.4526,3.186,15429
564.4526,3.186,15438
564.4526,3.186,15447
564.4526,3.186,15456
564.4526,3.186,15465
564.4526,3.186,15474
564.4526,3.186,15483
564.4526,3.186,15492
564.4526,3.186,15501
564.1475,3.186,15510
564.4526,3.186,15519
564.4526,3.186,15528
564.4526,3.186,15537
564.4526,3.186,15546
564.4526,3.186,15555
564.4526,3.186,15564
564.4526,3.186,15573
564.4526,3.186,15582
564.4526,3.186,15591
564.4526,3.186,15600
564.4526,3.186,15609
564.4526,3.186,15618
564.4526,3.186,15627
563.5371,3.186,15636
564.4526,3.186,15645
564.4526,3.186,15654
564.4526,3.186,15663
564.4526,3.186,15672
564.4526,3.186,15681
564.4526,3.186,15690
564.4526,3.186,15699
564.4526,3.186,15708
564.4526,3.186,15717
564.4526,3.186,15726
564.4526,3.186,15735
564.4526,3.186,15744
564.4526,3.186,15753
564.4526,3.186,15762
564.4526,3.186,15771
564.4526,3.186,15780
564.4526,3.186,15789
564.4526,3.186,15798
564.4526,3.186,15807
564.4526,3.186,15816
564.4526,3.186,15825
564.4526,3.186,15834
564.4526,3.186,15843
564.4526,3.186,15852
564.4526,3.186,15861
564.4526,3.186,15870
564.4526,3.186,15879
564.4526,3.186,15888
564.4526,3.186,15897
564.4526,3.186,15906
564.4526,3.186,15915
564.4526,3.186,15924
564.4526,3.186,15933
564.4526,3.186,15942
564.4526,3.186,15951
564.4526,3.186,15960
564.4526,3.186,15969
564.4526,3.186,15978
563.5371,3.186,15987
563.8423,3.186,15996
564.4526,3.186,16005
564.4526,3.186,16014
564.4526,3.186,16023
564.4526,3.186,16032
563.8423,3.186,16041
564.4526,3.186,16050
564.4526,3.186,16059
564.4526,3.186,16068
564.4526,3.186,16077
564.4526,3.186,16086
564.4526,3.186,16095
564.4526,3.186,16104
564.4526,3.186,16113
564.4526,3.186,16122
564.4526,3.186,16131
564.1475,3.186,16140
564.4526,3.186,16149
564.4526,3.186,16158
564.4526,3.186,16167
564.4526,3.186,16176
564.4526,3.186,16185
564.4526,3.186,16194
564.4526,3.186,16203
564.4526,3.186,16212
564.4526,3.186,16221
564.4526,3.186,16230
564.4526,3.186,16239
564.4526,3.186,16248
564.4526,3.186,16257
564.4526,3.186,16266
564.4526,3.186,16275
564.4526,3.186,16284
564.4526,3.186,16293
564.4526,3.186,16302
564.4526,3.186,16311
564.4526,3.186,16320
564.4526,3.186,16329
565.9785,3.186,16338
564.4526,3.186,16347
564.4526,3.186,16356
564.4526,3.186,16365
564.4526,3.186,16374
564.4526,3.186,16383
564.4526,3.186,16392
564.1475,3.186,16401
564.1475,3.186,16410
564.4526,3.186,16419
564.4526,3.186,16428
564.4526,3.186,16437
564.4526,3.186,16446
564.4526,3.186,16455
564.4526,3.186,16464
564.4526,3.186,16473
564.4526,3.186,16482
564.4526,3.186,16491
564.4526,3.186,16500
564.4526,3.186,16509
564.4526,3.186,16518
564.4526,3.186,16527
564.4526,3.186,16536
564.4526,3.186,16545
564.4526,3.186,16554
564.1475,3.186,16563
564.4526,3.186,16572
564.4526,3.186,16581
564.4526,3.186,16590
564.4526,3.186,16599
564.4526,3.186,16608
564.4526,3.186,16617
564.1475,3.186,16626
564.4526,3.186,16635
564.4526,3.186,16644
564.4526,3.186,16653
564.4526,3.186,16662
564.4526,3.186,16671
563.8423,3.186,16680
564.4526,3.186,16689
564.4526,3.186,16698
564.4526,3.186,16707
564.4526,3.186,16716
563.2319,3.186,16725
564.4526,3.186,16734
564.4526,3.186,16743
564.4526,3.186,16752
564.4526,3.186,16761
564.4526,3.186,16770
564.4526,3.186,16779
564.4526,3.186,16788
564.4526,3.186,16797
564.4526,3.186,16806
564.4526,3.186,16815
564.4526,3.186,16824
564.4526,3.186,16833
564.4526,3.186,16842
564.4526,3.186,16851
564.4526,3.186,16860
563.8423,3.186,16869
563.5371,3.186,16878
564.4526,3.186,16887
564.4526,3.186,16896
564.4526,3.186,16905
564.4526,3.186,16914
564.4526,3.186,16923
564.4526,3.186,16932
564.4526,3.186,16941
564.4526,3.186,16950
564.4526,3.186,16959
564.4526,3.186,16968
566.2837,3.186,16977
564.4526,3.186,16986
564.4526,3.186,16995
563.5371,3.186,17004
564.4526,3.186,17013
564.4526,3.186,17022
564.4526,3.186,17031
563.8423,3.186,17040
564.4526,3.186,17049
564.4526,3.186,17058
564.4526,3.186,17067
564.4526,3.186,17076
564.4526,3.186,17085
564.4526,3.186,17094
564.4526,3.186,17103
564.1475,3.186,17112
564.4526,3.186,17121
564.4526,3.186,17130
563.8423,3.186,17139
563.5371,3.186,17148
563.5371,3.186,17157
563.8423,3.186,17166
564.4526,3.186,17175
564.4526,3.186,17184
564.4526,3.186,17193
564.4526,3.186,17202
564.4526,3.186,17211
563.8423,3.186,17220
564.4526,3.186,17229
564.4526,3.186,17238
564.4526,3.186,17247
564.4526,3.186,17256
564.4526,3.186,17265
564.4526,3.186,17274
564.1475,3.186,17283
562.6216,3.186,17292
564.4526,3.186,17301
564.4526,3.186,17310
564.4526,3.186,17319
564.4526,3.186,17328
564.4526,3.186,17337
564.4526,3.186,17346
564.4526,3.186,17355
563.8423,3.186,17364
564.4526,3.186,17373
564.4526,3.186,17382
563.2319,3.186,17391
563.5371,3.186,17400
564.4526,3.186,17409
564.4526,3.186,17418
564.4526,3.186,17427
564.4526,3.186,17436
564.4526,3.186,17445
564.4526,3.186,17454
564.4526,3.186,17463
564.4526,3.186,17472
564.4526,3.186,17481
564.4526,3.186,17490
564.4526,3.186,17499
564.4526,3.186,17508
564.4526,3.186,17517
564.4526,3.186,17526
564.4526,3.186,17535
564.4526,3.186,17544
564.4526,3.186,17553
564.4526,3.186,17562
564.4526,3.186,17571
564.4526,3.186,17580
564.4526,3.186,17589
564.4526,3.186,17598
564.4526,3.186,17607
564.4526,3.186,17616
564.4526,3.186,17625
564.4526,3.186,17634
564.4526,3.186,17643
564.4526,3.186,17652
564.4526,3.186,17661
564.1475,3.186,17670
564.4526,3.186,17679
564.4526,3.186,17688
564.4526,3.186,17697
564.4526,3.186,17706
564.4526,3.186,17715
564.4526,3.186,17724
564.4526,3.186,17733
563.8423,3.186,17742
564.4526,3.186,17751
564.4526,3.186,17760
564.4526,3.186,17769
564.4526,3.186,17778
564.4526,3.186,17787
564.1475,3.186,17796
564.1475,3.186,17805
564.1475,3.186,17814
564.4526,3.186,17823
564.4526,3.186,17832
563.8423,3.186,17841
563.2319,3.186,17850
564.4526,3.186,17859
563.8423,3.186,17868
564.4526,3.186,17877
564.4526,3.186,17886
564.1475,3.186,17895
563.8423,3.186,17904
563.2319,3.186,17913
563.5371,3.186,17922
563.2319,3.186,17931
563.2319,3.186,17940
564.4526,3.186,17949
564.4526,3.186,17958
564.4526,3.186,17967
564.4526,3.186,17976
564.4526,3.186,17985
564.4526,3.186,17994
564.4526,3.186,18003
564.4526,3.186,18012
564.4526,3.186,18021
563.8423,3.186,18030
563.5371,3.186,18039
563.5371,3.186,18048
563.5371,3.186,18057
564.4526,3.186,18066
564.4526,3.186,18075
563.8423,3.186,18084
563.2319,3.186,18093
564.4526,3.186,18102
564.4526,3.186,18111
564.1475,3.186,18120
564.4526,3.186,18129
563.2319,3.186,18138
562.6216,3.186,18147
563.2319,3.186,18156
563.5371,3.186,18165
563.8423,3.186,18174
563.8423,3.186,18183
564.4526,3.186,18192
564.4526,3.186,18201
564.4526,3.186,18210
564.4526,3.186,18219
564.4526,3.186,18228
564.1475,3.186,18237
564.4526,3.186,18246
563.8423,3.186,18255
564.4526,3.186,18264
564.4526,3.186,18273
564.4526,3.186,18282
564.4526,3.186,18291
564.4526,3.186,18300
563.8423,3.186,18309
564.1475,3.186,18318
564.1475,3.186,18327
563.8423,3.186,18336
564.4526,3.186,18345
564.4526,3.186,18354
564.4526,3.186,18363
564.1475,3.186,18372
563.8423,3.186,18381
563.8423,3.186,18390
564.1475,3.186,18399
564.1475,3.186,18408
564.4526,3.186,18417
564.4526,3.186,18426
564.4526,3.186,18435
564.4526,3.186,18444
564.4526,3.186,18453
564.4526,3.186,18462
564.4526,3.186,18471
564.4526,3.186,18480
564.4526,3.186,18489
563.8423,3.186,18498
564.4526,3.186,18507
564.4526,3.186,18516
564.1475,3.186,18525
564.4526,3.186,18534
564.4526,3.186,18543
564.4526,3.186,18552
564.4526,3.186,18561
564.4526,3.186,18570
563.5371,3.186,18579
563.2319,3.186,18588
563.5371,3.186,18597
562.6216,3.186,18606
563.5371,3.186,18615
564.1475,3.186,18624
564.4526,3.186,18633
564.4526,3.186,18642
564.1475,3.186,18651
564.4526,3.186,18660
563.5371,3.186,18669
563.5371,3.186,18678
564.4526,3.186,18687
564.4526,3.186,18696
564.4526,3.186,18705
563.8423,3.186,18714
564.4526,3.186,18723
564.1475,3.186,18732
564.4526,3.186,18741
564.4526,3.186,18750
564.4526,3.186,18759
564.4526,3.186,18768
564.4526,3.186,18777
564.4526,3.186,18786
564.4526,3.186,18795
564.4526,3.186,18804
564.4526,3.186,18813
564.1475,3.186,18822
564.4526,3.186,18831
564.4526,3.186,18840
564.4526,3.186,18849
564.4526,3.186,18858
564.4526,3.186,18867
563.5371,3.186,18876
564.4526,3.186,18885
564.4526,3.186,18894
564.4526,3.186,18903
564.1475,3.186,18912
564.4526,3.186,18921
564.4526,3.186,18930
564.4526,3.186,18939
564.4526,3.186,18948
564.4526,3.186,18957
564.4526,3.186,18966
563.5371,3.186,18975
564.1475,3.186,18984
564.1475,3.186,18993
564.4526,3.186,19002
564.4526,3.186,19011
564.4526,3.186,19020
564.4526,3.186,19029
564.4526,3.186,19038
564.4526,3.186,19047
564.4526,3.186,19056
564.4526,3.186,19065
564.4526,3.186,19074
563.2319,3.186,19083
563.5371,3.186,19092
563.8423,3.186,19101
564.4526,3.186,19110
564.1475,3.186,19119
564.1475,3.186,19128
564.4526,3.186,19137
564.4526,3.186,19146
563.8423,3.186,19155
564.4526,3.186,19164
564.4526,3.186,19173
562.0112,3.186,19182
563.2319,3.186,19191
563.2319,3.186,19200
562.0112,3.186,19209
563.2319,3.186,19218
563.5371,3.186,19227
563.8423,3.186,19236
564.4526,3.186,19245
563.8423,3.186,19254
563.8423,3.186,19263
563.8423,3.186,19272
563.5371,3.186,19281
563.5371,3.186,19290
563.8423,3.186,19299
564.4526,3.186,19308
564.4526,3.186,19317
563.5371,3.186,19326
563.5371,3.186,19335
562.6216,3.186,19344
563.2319,3.186,19353
562.6216,3.186,19362
562.6216,3.186,19371
562.6216,3.186,19380
563.5371,3.186,19389
562.6216,3.186,19398
564.4526,3.186,19407
564.4526,3.186,19416
564.4526,3.186,19425
564.1475,3.186,19434
564.4526,3.186,19443
564.4526,3.186,19452
562.0112,3.186,19461
564.4526,3.186,19470
563.5371,3.186,19479
564.4526,3.186,19488
564.4526,3.186,19497
563.5371,3.186,19506
563.8423,3.186,19515
562.6216,3.186,19524
563.5371,3.186,19533
563.2319,3.186,19542
563.5371,3.186,19551
563.2319,3.186,19560
562.0112,3.186,19569
562.6216,3.186,19578
562.0112,3.186,19587
563.2319,3.186,19596
563.2319,3.186,19605
562.6216,3.186,19614
562.6216,3.186,19623
563.5371,3.186,19632
563.5371,3.186,19641
563.8423,3.186,19650
563.5371,3.186,19659
563.5371,3.186,19668
564.4526,3.186,19677
563.8423,3.186,19686
564.4526,3.186,19695
564.1475,3.186,19704
563.8423,3.186,19713
563.8423,3.186,19722
563.2319,3.186,19731
562.6216,3.186,19740
563.8423,3.186,19749
564.4526,3.186,19758
563.8423,3.186,19767
563.5371,3.186,19776
562.6216,3.186,19785
563.2319,3.186,19794
563.8423,3.186,19803
563.8423,3.186,19812
563.8423,3.186,19821
563.8423,3.186,19830
563.5371,3.186,19839
564.1475,3.186,19848
564.4526,3.186,19857
564.4526,3.186,19866
564.4526,3.186,19875
563.8423,3.186,19884
562.0112,3.186,19893
563.5371,3.186,19902
562.0112,3.186,19911
563.5371,3.186,19920
562.6216,3.186,19929
562.6216,3.186,19938
563.2319,3.186,19947
562.6216,3.186,19956
563.5371,3.186,19965
564.4526,3.186,19974
564.1475,3.186,19983
564.4526,3.186,19992
564.4526,3.186,20001
564.4526,3.186,20010
564.4526,3.186,20019
563.8423,3.186,20028
564.1475,3.186,20037
563.5371,3.186,20046
564.1475,3.186,20055
563.5371,3.186,20064
563.8423,3.186,20073
564.1475,3.186,20082
563.5371,3.186,20091
563.5371,3.186,20100
563.5371,3.186,20109
562.0112,3.186,20118
562.0112,3.186,20127
564.1475,3.186,20136
564.4526,3.186,20145
564.4526,3.186,20154
563.5371,3.186,20163
564.4526,3.186,20172
564.4526,3.186,20181
564.4526,3.186,20190
564.4526,3.186,20199
564.4526,3.186,20208
563.8423,3.186,20217
563.2319,3.186,20226
563.5371,3.186,20235
563.5371,3.186,20244
563.5371,3.186,20253
563.5371,3.186,20262
563.2319,3.186,20271
564.1475,3.186,20280
562.0112,3.186,20289
564.1475,3.186,20298
563.5371,3.186,20307
563.5371,3.186,20316
563.2319,3.186,20325
563.2319,3.186,20334
563.2319,3.186,20343
563.2319,3.186,20352
563.2319,3.186,20361
563.5371,3.186,20370
563.5371,3.186,20379
563.8423,3.186,20388
563.5371,3.186,20397
564.1475,3.186,20406
563.8423,3.186,20415
563.5371,3.186,20424
563.5371,3.186,20433
563.5371,3.186,20442
563.5371,3.186,20451
563.8423,3.186,20460
564.1475,3.186,20469
564.4526,3.186,20478
564.4526,3.186,20487
564.4526,3.186,20496
564.4526,3.186,20505
564.4526,3.186,20514
564.4526,3.186,20523
564.4526,3.186,20532
564.1475,3.186,20541
564.4526,3.186,20550
564.4526,3.186,20559
564.4526,3.186,20568
564.4526,3.186,20577
564.4526,3.186,20586
564.4526,3.186,20595
564.4526,3.186,20604
563.8423,3.186,20613
563.5371,3.186,20622
562.6216,3.186,20631
562.0112,3.186,20640
563.5371,3.186,20649
563.5371,3.186,20658
563.8423,3.186,20667
564.4526,3.186,20676
564.1475,3.186,20685
564.4526,3.186,20694
564.4526,3.186,20703
564.4526,3.186,20712
564.4526,3.186,20721
563.8423,3.186,20730
563.5371,3.186,20739
563.5371,3.186,20748
562.0112,3.186,20757
563.5371,3.186,20766
562.6216,3.186,20775
562.6216,3.186,20784
563.2319,3.186,20793
563.8423,3.186,20802
563.8423,3.186,20811
563.8423,3.186,20820
563.5371,3.186,20829
564.1475,3.186,20838
563.5371,3.186,20847
562.6216,3.186,20856
564.4526,3.186,20865
564.4526,3.186,20874
564.4526,3.186,20883
563.5371,3.186,20892
563.5371,3.186,20901
562.0112,3.186,20910
563.5371,3.186,20919
563.5371,3.186,20928
563.8423,3.186,20937
563.5371,3.186,20946
563.5371,3.186,20955
564.1475,3.186,20964
564.1475,3.186,20973
563.8423,3.186,20982
564.4526,3.186,20991
564.4526,3.186,21000
563.8423,3.186,21009
564.1475,3.186,21018
564.1475,3.186,21027
564.1475,3.186,21036
564.4526,3.186,21045
563.8423,3.186,21054
564.4526,3.186,21063
564.4526,3.186,21072
564.1475,3.186,21081
563.8423,3.186,21090
563.8423,3.186,21099
563.5371,3.186,21108
563.5371,3.186,21117
564.1475,3.186,21126
564.4526,3.186,21135
563.8423,3.186,21144
563.8423,3.186,21153
564.4526,3.186,21162
564.4526,3.186,21171
564.1475,3.186,21180
564.1475,3.186,21189
563.5371,3.186,21198
562.6216,3.186,21207
563.5371,3.186,21216
563.5371,3.186,21225
563.5371,3.186,21234
564.1475,3.186,21243
564.4526,3.186,21252
563.8423,3.186,21261
563.8423,3.186,21270
564.1475,3.186,21279
563.8423,3.186,21288
563.5371,3.186,21297
563.8423,3.186,21306
563.5371,3.186,21315
563.5371,3.186,21324
563.8423,3.186,21333
562.6216,3.186,21342
564.4526,3.186,21351
564.4526,3.186,21360
