"Ô¶¾°","1","1","1#545-100nm","1","2021-11-10 11:12:58",0,0,545,20,100,1
568.4199,-6.836426,3.186,0,0,0,0,3690
0,1
510.7417,3.033,6204
510.7417,3.042,6213
512.5728,3.042,6222
513.1831,3.042,6231
513.1831,3.042,6240
515.3193,3.051,6249
515.6245,3.051,6258
515.6245,3.051,6267
518.0659,3.06,6276
519.2866,3.06,6285
520.5073,3.06,6294
520.5073,3.069,6303
520.5073,3.069,6312
522.3384,3.069,6321
523.5591,3.069,6330
523.5591,3.078,6339
525.3901,3.078,6348
525.3901,3.078,6357
527.5264,3.087,6366
527.8315,3.087,6375
529.3574,3.087,6384
530.2729,3.087,6393
530.2729,3.096,6402
530.2729,3.096,6411
532.7144,3.096,6420
533.3247,3.096,6429
534.5454,3.105,6438
535.1558,3.105,6447
536.9868,3.105,6456
537.5972,3.114,6465
537.5972,3.114,6474
538.2075,3.114,6483
539.7334,3.114,6492
540.0386,3.123,6501
541.8696,3.123,6510
542.48,3.123,6519
542.48,3.123,6528
544.9214,3.132,6537
544.9214,3.132,6546
544.9214,3.132,6555
546.7524,3.132,6564
547.3628,3.141,6573
548.8887,3.141,6582
549.8042,3.141,6591
549.8042,3.15,6600
549.8042,3.15,6609
551.6353,3.15,6618
551.6353,3.15,6627
552.856,3.15,6636
552.856,3.15,6645
553.7715,3.159,6654
553.7715,3.159,6663
554.0767,3.159,6672
554.0767,3.159,6681
554.687,3.159,6690
554.687,3.159,6699
556.5181,3.159,6708
556.5181,3.159,6717
557.1284,3.168,6726
557.7388,3.168,6735
558.3491,3.168,6744
558.6543,3.168,6753
559.2646,3.168,6762
559.5698,3.168,6771
559.2646,3.168,6780
559.5698,3.168,6789
559.5698,3.168,6798
559.5698,3.168,6807
559.5698,3.168,6816
559.2646,3.168,6825
559.5698,3.177,6834
561.4009,3.177,6843
559.5698,3.177,6852
561.4009,3.177,6861
561.4009,3.177,6870
562.0112,3.177,6879
562.0112,3.177,6888
561.4009,3.177,6897
562.0112,3.177,6906
562.0112,3.177,6915
562.0112,3.177,6924
562.6216,3.177,6933
562.0112,3.177,6942
562.0112,3.177,6951
563.5371,3.177,6960
563.5371,3.177,6969
562.6216,3.177,6978
562.6216,3.177,6987
563.5371,3.177,6996
563.5371,3.177,7005
563.5371,3.177,7014
563.8423,3.177,7023
563.5371,3.177,7032
563.2319,3.177,7041
562.6216,3.177,7050
562.6216,3.177,7059
563.5371,3.177,7068
563.5371,3.177,7077
563.8423,3.186,7086
564.1475,3.186,7095
563.5371,3.186,7104
563.5371,3.186,7113
563.5371,3.186,7122
563.5371,3.186,7131
563.5371,3.186,7140
563.5371,3.186,7149
564.4526,3.186,7158
563.8423,3.186,7167
563.5371,3.186,7176
564.1475,3.186,7185
564.4526,3.186,7194
564.4526,3.186,7203
564.4526,3.186,7212
564.4526,3.186,7221
564.4526,3.186,7230
564.4526,3.186,7239
564.4526,3.186,7248
564.1475,3.186,7257
564.4526,3.186,7266
564.4526,3.186,7275
565.9785,3.186,7284
564.4526,3.186,7293
564.4526,3.186,7302
564.4526,3.186,7311
563.5371,3.186,7320
563.5371,3.186,7329
562.6216,3.186,7338
563.5371,3.186,7347
564.4526,3.186,7356
564.4526,3.186,7365
564.4526,3.186,7374
564.4526,3.186,7383
564.4526,3.186,7392
564.4526,3.186,7401
564.4526,3.186,7410
564.4526,3.186,7419
564.4526,3.186,7428
566.2837,3.186,7437
566.2837,3.186,7446
566.5889,3.186,7455
566.894,3.186,7464
566.2837,3.186,7473
564.4526,3.186,7482
564.4526,3.186,7491
564.4526,3.186,7500
564.4526,3.186,7509
564.4526,3.186,7518
564.4526,3.186,7527
564.4526,3.186,7536
564.4526,3.186,7545
564.4526,3.186,7554
564.4526,3.186,7563
564.4526,3.186,7572
564.4526,3.186,7581
564.4526,3.186,7590
564.4526,3.186,7599
564.4526,3.186,7608
564.4526,3.186,7617
564.4526,3.186,7626
566.2837,3.186,7635
566.2837,3.186,7644
564.4526,3.186,7653
564.4526,3.186,7662
564.4526,3.186,7671
564.4526,3.186,7680
564.4526,3.186,7689
564.4526,3.186,7698
564.1475,3.186,7707
564.4526,3.186,7716
564.4526,3.186,7725
564.4526,3.186,7734
564.4526,3.186,7743
564.4526,3.186,7752
564.4526,3.186,7761
564.4526,3.186,7770
564.4526,3.186,7779
564.4526,3.186,7788
566.5889,3.186,7797
566.894,3.186,7806
566.894,3.186,7815
566.894,3.186,7824
566.894,3.186,7833
566.894,3.186,7842
566.894,3.186,7851
566.5889,3.186,7860
566.2837,3.186,7869
564.4526,3.186,7878
564.4526,3.186,7887
564.4526,3.186,7896
564.4526,3.186,7905
564.4526,3.186,7914
564.4526,3.186,7923
564.4526,3.186,7932
564.4526,3.186,7941
564.4526,3.186,7950
564.4526,3.186,7959
564.4526,3.186,7968
564.4526,3.186,7977
564.4526,3.186,7986
564.4526,3.186,7995
564.4526,3.186,8004
564.4526,3.186,8013
564.4526,3.186,8022
564.4526,3.186,8031
564.4526,3.186,8040
566.2837,3.186,8049
566.894,3.186,8058
566.894,3.186,8067
568.4199,3.186,8076
568.1147,3.186,8085
566.894,3.186,8094
566.894,3.186,8103
566.894,3.186,8112
566.894,3.186,8121
566.894,3.186,8130
566.2837,3.186,8139
566.894,3.186,8148
566.2837,3.186,8157
564.4526,3.186,8166
564.4526,3.186,8175
564.4526,3.186,8184
564.4526,3.186,8193
564.4526,3.186,8202
564.4526,3.186,8211
564.4526,3.186,8220
564.4526,3.186,8229
564.4526,3.186,8238
564.4526,3.186,8247
564.4526,3.186,8256
564.4526,3.186,8265
564.4526,3.186,8274
564.4526,3.186,8283
564.4526,3.186,8292
565.9785,3.186,8301
566.2837,3.186,8310
565.9785,3.186,8319
566.5889,3.186,8328
566.2837,3.186,8337
564.4526,3.186,8346
564.4526,3.186,8355
564.4526,3.186,8364
564.4526,3.186,8373
564.4526,3.186,8382
564.4526,3.186,8391
564.4526,3.186,8400
564.4526,3.186,8409
564.4526,3.186,8418
564.4526,3.186,8427
564.4526,3.186,8436
564.4526,3.186,8445
564.4526,3.186,8454
564.4526,3.186,8463
564.4526,3.186,8472
564.4526,3.186,8481
564.4526,3.186,8490
564.4526,3.186,8499
564.4526,3.186,8508
564.4526,3.186,8517
564.4526,3.186,8526
564.4526,3.186,8535
564.4526,3.186,8544
565.9785,3.186,8553
564.4526,3.186,8562
564.4526,3.186,8571
564.4526,3.186,8580
564.4526,3.186,8589
564.4526,3.186,8598
564.4526,3.186,8607
564.4526,3.186,8616
564.4526,3.186,8625
564.4526,3.186,8634
564.4526,3.186,8643
564.4526,3.186,8652
564.4526,3.186,8661
564.4526,3.186,8670
564.4526,3.186,8679
564.4526,3.186,8688
564.4526,3.186,8697
564.4526,3.186,8706
564.4526,3.186,8715
564.4526,3.186,8724
564.4526,3.186,8733
564.4526,3.186,8742
564.4526,3.186,8751
564.4526,3.186,8760
564.4526,3.186,8769
564.4526,3.186,8778
564.4526,3.186,8787
564.4526,3.186,8796
564.4526,3.186,8805
564.4526,3.186,8814
564.4526,3.186,8823
563.2319,3.186,8832
564.4526,3.186,8841
564.4526,3.186,8850
564.4526,3.186,8859
564.4526,3.186,8868
566.2837,3.186,8877
565.9785,3.186,8886
565.9785,3.186,8895
565.9785,3.186,8904
564.4526,3.186,8913
564.4526,3.186,8922
564.4526,3.186,8931
564.4526,3.186,8940
564.4526,3.186,8949
564.4526,3.186,8958
564.4526,3.186,8967
564.4526,3.186,8976
565.9785,3.186,8985
564.4526,3.186,8994
564.4526,3.186,9003
566.2837,3.186,9012
566.2837,3.186,9021
564.4526,3.186,9030
564.4526,3.186,9039
564.4526,3.186,9048
564.4526,3.186,9057
564.4526,3.186,9066
564.4526,3.186,9075
564.4526,3.186,9084
564.4526,3.186,9093
564.4526,3.186,9102
564.4526,3.186,9111
564.4526,3.186,9120
564.4526,3.186,9129
563.5371,3.186,9138
564.4526,3.186,9147
563.8423,3.186,9156
564.4526,3.186,9165
564.4526,3.186,9174
566.2837,3.186,9183
564.4526,3.186,9192
564.4526,3.186,9201
564.4526,3.186,9210
564.4526,3.186,9219
564.4526,3.186,9228
566.5889,3.186,9237
566.5889,3.186,9246
566.5889,3.186,9255
566.5889,3.186,9264
566.5889,3.186,9273
565.9785,3.186,9282
564.4526,3.186,9291
564.4526,3.186,9300
564.4526,3.186,9309
564.4526,3.186,9318
564.4526,3.186,9327
564.4526,3.186,9336
564.4526,3.186,9345
564.4526,3.186,9354
564.4526,3.186,9363
564.4526,3.186,9372
564.4526,3.186,9381
564.4526,3.186,9390
564.4526,3.186,9399
564.4526,3.186,9408
564.4526,3.186,9417
564.1475,3.186,9426
564.4526,3.186,9435
564.4526,3.186,9444
564.4526,3.186,9453
564.4526,3.186,9462
564.4526,3.186,9471
564.4526,3.186,9480
565.9785,3.186,9489
566.5889,3.186,9498
566.894,3.186,9507
566.894,3.186,9516
565.9785,3.186,9525
564.4526,3.186,9534
565.9785,3.186,9543
566.2837,3.186,9552
565.9785,3.186,9561
566.2837,3.186,9570
564.4526,3.186,9579
564.4526,3.186,9588
565.9785,3.186,9597
566.2837,3.186,9606
566.5889,3.186,9615
564.4526,3.186,9624
565.9785,3.186,9633
565.9785,3.186,9642
564.4526,3.186,9651
564.4526,3.186,9660
564.4526,3.186,9669
564.4526,3.186,9678
564.4526,3.186,9687
564.4526,3.186,9696
564.4526,3.186,9705
564.4526,3.186,9714
564.4526,3.186,9723
564.4526,3.186,9732
564.4526,3.186,9741
564.1475,3.186,9750
564.4526,3.186,9759
564.4526,3.186,9768
564.4526,3.186,9777
564.4526,3.186,9786
564.4526,3.186,9795
564.4526,3.186,9804
564.4526,3.186,9813
564.4526,3.186,9822
564.4526,3.186,9831
564.4526,3.186,9840
564.4526,3.186,9849
564.4526,3.186,9858
564.4526,3.186,9867
564.4526,3.186,9876
564.4526,3.186,9885
564.4526,3.186,9894
564.4526,3.186,9903
564.4526,3.186,9912
564.4526,3.186,9921
564.4526,3.186,9930
564.4526,3.186,9939
564.4526,3.186,9948
564.4526,3.186,9957
564.4526,3.186,9966
564.4526,3.186,9975
564.4526,3.186,9984
564.4526,3.186,9993
564.4526,3.186,10002
564.4526,3.186,10011
564.4526,3.186,10020
564.4526,3.186,10029
564.4526,3.186,10038
564.4526,3.186,10047
564.4526,3.186,10056
564.4526,3.186,10065
564.4526,3.186,10074
564.4526,3.186,10083
564.4526,3.186,10092
564.4526,3.186,10101
564.4526,3.186,10110
564.4526,3.186,10119
564.4526,3.186,10128
564.4526,3.186,10137
564.4526,3.186,10146
564.4526,3.186,10155
564.4526,3.186,10164
564.4526,3.186,10173
564.4526,3.186,10182
564.4526,3.186,10191
564.4526,3.186,10200
564.4526,3.186,10209
564.4526,3.186,10218
564.4526,3.186,10227
564.4526,3.186,10236
564.4526,3.186,10245
564.4526,3.186,10254
564.4526,3.186,10263
564.4526,3.186,10272
564.4526,3.186,10281
564.4526,3.186,10290
564.4526,3.186,10299
564.4526,3.186,10308
564.1475,3.186,10317
564.4526,3.186,10326
564.4526,3.186,10335
564.4526,3.186,10344
564.4526,3.186,10353
564.4526,3.186,10362
564.4526,3.186,10371
564.4526,3.186,10380
564.4526,3.186,10389
564.4526,3.186,10398
564.4526,3.186,10407
564.4526,3.186,10416
564.4526,3.186,10425
564.4526,3.186,10434
564.4526,3.186,10443
563.8423,3.186,10452
564.4526,3.186,10461
564.4526,3.186,10470
564.4526,3.186,10479
564.4526,3.186,10488
564.4526,3.186,10497
564.4526,3.186,10506
564.4526,3.186,10515
564.4526,3.186,10524
564.4526,3.186,10533
566.2837,3.186,10542
566.2837,3.186,10551
566.894,3.186,10560
566.894,3.186,10569
566.5889,3.186,10578
564.4526,3.186,10587
563.5371,3.186,10596
564.4526,3.186,10605
564.4526,3.186,10614
564.4526,3.186,10623
564.4526,3.186,10632
565.9785,3.186,10641
564.4526,3.186,10650
564.4526,3.186,10659
564.4526,3.186,10668
564.4526,3.186,10677
564.4526,3.186,10686
564.4526,3.186,10695
565.9785,3.186,10704
566.894,3.186,10713
566.2837,3.186,10722
565.9785,3.186,10731
566.5889,3.186,10740
566.2837,3.186,10749
566.5889,3.186,10758
565.9785,3.186,10767
566.2837,3.186,10776
566.2837,3.186,10785
566.2837,3.186,10794
564.4526,3.186,10803
564.4526,3.186,10812
564.4526,3.186,10821
566.894,3.186,10830
566.5889,3.186,10839
566.894,3.186,10848
566.894,3.186,10857
564.4526,3.186,10866
564.4526,3.186,10875
564.4526,3.186,10884
564.4526,3.186,10893
564.4526,3.186,10902
564.4526,3.186,10911
564.4526,3.186,10920
